('Cant Get You out of My Head (Smoove Remix)', 'The Third Degree') ,0
('Power Windows', 'Billy Falcon') ,45
("I Wouldn't Know Any Better Than You", 'Gentle Bones') ,52
('Drinking Class', 'Lee Brice') ,53
('Check My Brain', 'Alice In Chains') ,17
('Wake Up', 'Hilary Duff') ,44
('Blank Space', 'Taylor Swift') ,76
('It Aint Me (with Selena Gomez)', 'Kygo') ,47
('Hope', 'The Chainsmokers') ,50
('No Love', 'YoungBoy Never Broke Again') ,103
('Like A Star', 'Corinne Bailey Rae') ,56
('Two Teardrops', 'Steve Wariner') ,64
('Ignition - Remix', 'R. Kelly') ,63
('T.L.C', 'Dwn2earth') ,65
('Ghetto Girls', 'Bow Wow') ,74
('Changed', 'Rascal Flatts') ,48
('What Hurts the Most - Radio Mix U.S.', 'Cascada') ,55
('How Can You Expect To Be Taken Seriously? - 2001 Remastered Version', 'Pet Shop Boys') ,42
('Hot Boyz', 'Missy Elliott') ,49
("That Don't Sound Like You", 'Lee Brice') ,40
('Gotta Go Solo - Main', 'Patti LaBelle') ,0
('Days Like These', 'Asia') ,58
('What They Want', 'Russ') ,61
('Castles in the Sky (featuring Marsha)', 'Ian van Dahl') ,11
('Rude Boy', 'Rihanna') ,51
('You Make Me Sick - Radio Mix', 'P!nk') ,75
('No Better Love', 'DeJ Loaf') ,80
('Photograph', 'Ed Sheeran') ,58
('Pop a Top', 'Alan Jackson') ,50
('Oye Mi Canto', 'N.O.R.E.') ,49
('Runaway', 'The Corrs') ,27
('Same Girl', 'R. Kelly') ,89
('What Do Ya Think About That', 'Montgomery Gentry') ,52
('Let`s Stay Home Tonight', 'Isaac Black') ,197
('Vanilla Twilight', 'Owl City') ,51
('She Bad', 'Cardi B') ,76
('Sit Still, Look Pretty', 'Daya') ,63
('Wild Thoughts (feat. Rihanna & Bryson Tiller)', 'DJ Khaled') ,5
('Kiss You Back - Single Version', 'Digital Underground') ,89
('Side Effects', 'The Chainsmokers') ,52
('Jealous', 'Gene Loves Jezebel') ,31
('The Night We Met', 'Lord Huron') ,32
('Escapade', 'Janet Jackson') ,53
('The Weekend', 'SZA') ,62
('Crazy Kids', 'Kesha') ,62
('Sail', 'AWOLNATION') ,21
('My Homies Still', 'Lil Wayne') ,73
('House Of Broken Love', 'Great White') ,37
('Night And Day', 'Bette Midler') ,65
('Dedicated', 'YoungBoy Never Broke Again') ,77
("I Don't Want to Be - Stripped Version", 'Gavin DeGraw') ,237
('Dont Stop Believin', 'Mashd N Kutcher') ,0
('I Need Your Love (feat. Ellie Goulding)', 'Calvin Harris') ,55
('Ive Been Waiting For You', 'Pixies') ,18
('All Summer Long', 'Hit Co. Masters') ,165
('Gimmie That Girl', 'Joe Nichols') ,39
('One Night Stand - Amended LP Remix', 'J-Shin (Featuring LaTocha Scott of Xscape)') ,0
('Oh, Sweet Lorraine', 'Piano Tribute Players') ,229
('Magic', 'Coldplay') ,32
('Leave Me Alone', 'Flipp Dinero') ,62
('1994', 'Jason Aldean') ,58
('Careless Whisper', 'Seether') ,43
('Kids', 'MGMT') ,30
("Dream About You - Juanito's Funky House Mix", 'Stevie B') ,234
('Goodbye', 'Spice Girls') ,63
('Neva Eva - feat. Lil Scrappy & Lil Jon', 'Trillville') ,80
("When I'm Back On My Feet Again", 'Michael Bolton') ,36
('Still My Moment', 'Tee Grizzley') ,74
('Holidae In', 'Chingy') ,105
("Nothin'", 'N.O.R.E.') ,93
('Truth Is', 'Fantasia') ,63
('Loving You Easy', 'Zac Brown Band') ,44
('Too Bad', 'Nickelback') ,43
('Im A Flirt', 'Kinfolk Thugs') ,204
('Shut Up and Kiss Me', 'Mary Chapin Carpenter') ,50
('Thug Holiday', 'Trick Daddy') ,103
('Why', 'Jason Aldean') ,29
('Singles You Up', 'Jordan Davis') ,58
('The Itch', 'Vitamin C') ,35
('No Surprise', 'Daughtry') ,69
('All Star', 'Smash Mouth') ,64
('No Fool No More', 'En Vogue') ,52
("Turnin' Me On", 'Blake Shelton') ,37
('Gots Ta Be', 'B2K') ,77
('One In Every Crowd', 'Montgomery Gentry') ,53
('Angel', 'Amanda Perez') ,61
('Baby Hold On To Me', 'Gerald Levert & Eddie Levert') ,76
('Ill Get By', 'Nick Lucas') ,87
('Fade Into You', 'Mazzy Star') ,38
('Love U 4 Life', 'Jodeci') ,55
("I Can't Wait Another Minute", 'Hi-Five') ,53
('Bad Girlfriend', 'Theory of a Deadman') ,58
('DNA', 'BTS') ,9
('So Hard - 2018 Remaster', 'Pet Shop Boys') ,164
('Too Little Too Late', 'Barenaked Ladies') ,41
('Monster', 'Fred Schneider') ,45
('I Like The Sound Of That', 'Rascal Flatts') ,58
('Tuck Me In', 'Kimberly Scott') ,57
('Angel, Ill Walk You Home', 'Unrest') ,173
('Looking For Mr. Do Right', 'Jade') ,76
('JUST STAND UP!', 'Artists Stand Up To Cancer') ,0
('Rhythm Divine', 'Enrique Iglesias') ,48
('Watching Airplanes', 'Gary Allan') ,45
('Sweet Annie', 'Zac Brown Band') ,61
('If I Could Fly', 'One Direction') ,55
('Wasting All These Tears', 'Cassadee Pope') ,36
('Solo', 'Iyaz') ,60
('Lost In Love', 'Nastyboy Klick') ,90
('hope is a dangerous thing for a woman like me to have - but I have it', 'Lana Del Rey') ,62
('Emotionless', 'Drake') ,110
("Just Kickin' It", 'Xscape') ,42
('Sweet but Psycho', 'Ava Max') ,39
('Know No Better', 'Major Lazer') ,48
('That Other Woman', 'Changing Faces') ,76
('How We Do (Party)', 'Rita Ora') ,44
('The Tide Is High', 'Angelina') ,24
('Live, Laugh, Love', 'Clay Walker') ,40
('Rich', 'Maren Morris') ,57
('Twisted Transistor', 'Korn') ,36
('Big Deal', 'Kid Ink') ,63
("What Was I Thinkin'", 'Dierks Bentley') ,58
('Love Remains The Same', 'Gavin Rossdale') ,59
('Exchange', 'Bryson Tiller') ,86
("How I'm Comin'", 'LL Cool J') ,104
('Whatchulookinat - Main (A.K.A. Backing Vox Up)', 'Whitney Houston') ,0
("Thinkin' Bout It", 'Gerald Levert') ,77
('Some People Change', 'Montgomery Gentry') ,48
('God Must Be Busy', 'Brooks & Dunn') ,66
('A Little Love', 'Corey Hart') ,29
('Youth of the Nation', 'P.O.D.') ,90
("What If She's An Angel", 'Tommy Shane Steiner') ,62
('Here Without You', '3 Doors Down') ,56
('These Are The Days - Radio Edit & Album Version', 'O-Town') ,0
('None Of Ur Friends Business', 'Ginuwine') ,69
('Bring Em Out', 'T.I.') ,85
('So Alone', 'Men At Large') ,86
('Love at 1st Sight', 'Mr. BallaBelly') ,0
('Girlstown', 'Super Cat') ,52
('Pull Over', 'Trina') ,67
('You Make It Easy', 'Jason Aldean') ,43
('All True Man', "Alexander O'Neal") ,52
('Culo', 'Lil Jon') ,61
("Nothin' My Love Can't Fix - Live", 'Joey Barnes') ,15
('The Chain Of Love', 'Clay Walker') ,72
('Like You', 'Bow Wow') ,96
('The Stigma (Boys Dont Cry)', 'AS IT IS') ,39
('Acapella', 'Karmin') ,64
('Versace On The Floor', 'Bruno Mars') ,59
('Sweet Southern Comfort', 'Buddy Jewell') ,32
('Kiss You In The Morning', 'Michael Ray') ,36
('Away From Me', 'Puddle Of Mudd') ,51
('Days Go By', 'Keith Urban') ,51
('Impulsive', 'Wilson Phillips') ,36
('Changes', '2Pac') ,99
('Misery Business', 'Paramore') ,74
("Big Girls Don't Cry (Personal)", 'Fergie') ,54
('Just The Two Of Us', 'Will Smith') ,107
('You Were Mine', 'Dixie Chicks') ,66
('Warm It Up', 'Logic') ,89
('Breakout', 'Miley Cyrus') ,50
('Shes All I Ever Had', 'Various Musique') ,0
('Paper Planes', 'M.I.A.') ,48
('Kings Never Die', 'Eminem') ,123
('With You', 'Chris Brown') ,78
("Cost Of Livin'", 'Ronnie Dunn') ,49
('Love Gets Rough', 'Troy Newman') ,185
('Trumpets', 'Jason Derulo') ,30
('Cool Kids', 'Echosmith') ,40
("Ice Cream Freeze (Let's Chill)", 'Hannah Montana') ,55
('Typical Reasons (Swing My Way)', 'Prince Markie Dee And The Soul Convention') ,229
('Better Days (And The Bottom Drops Out)', 'Citizen King') ,38
('Honesty (Write Me A List)', 'Rodney Atkins') ,65
('Love Someone', 'Lukas Graham') ,41
('Love Will Never Do (Without You)', 'Janet Jackson') ,43
('Thats Why Im Here', 'Lenny LeBlanc') ,26
('Me So Horny', '2 LIVE CREW') ,77
('B**** Better Have My Money', 'DaLa Florence') ,176
('Imitation Of Life', 'R.E.M.') ,32
('Diamonds', 'Rihanna') ,23
('[Do You] Wanna Ride', 'Reel Tight') ,62
('A.M.', 'One Direction') ,52
('Someone to Love', 'Jon B.') ,55
("I'm On One", 'DJ Khaled') ,110
('Little Sister', 'Queens of the Stone Age') ,33
("Freedom! '90 - Remastered", 'George Michael') ,36
("Why'z it so hard", 'Brent Faiyaz') ,36
('Riddle', 'En Vogue') ,67
('People Everyday - Metamorphosis Mix', 'Arrested Development') ,80
('Umma Do Me', 'Rocko') ,65
("Gotta Get Thru This - D'N'D Radio Edit", 'Daniel Bedingfield') ,47
('Riptide', 'Vance Joy') ,52
('Home', 'Blake Shelton') ,57
('Mercy', 'Kanye West') ,82
('Small Town USA', 'Justin Moore') ,53
('Beer Money', 'Kip Moore') ,3
('I Can Do That', 'Montell Jordan') ,61
('Rain', 'Creed') ,28
('The King Of Wishful Thinking - Live - from "Pretty Woman"', 'Go West') ,199
('Havent Met You Yet - The Voice Performance', 'Riley Elmore') ,0
('Where Are You Going', 'Dave Matthews Band') ,34
('Now and Later', 'Sage The Gemini') ,64
('F.U.R.B. (F U Right Back)', 'Frankee') ,62
('Just Another Day', 'Jon Secada') ,47
('At My Best (feat. Hailee Steinfeld)', 'Machine Gun Kelly') ,3
("Nothin' To Hide", 'Poco') ,53
('John Doe (feat. Priscilla)', 'B.o.B') ,89
('Confessions Part II - Confessions Special Edition Version', 'Usher') ,226
('Heathens', 'Twenty One Pilots') ,56
('Take Me There', 'Rascal Flatts') ,48
('Me And God', 'Josh Turner') ,33
('Set The Fire To The Third Bar', 'Snow Patrol') ,37
('Heard It All Before', 'Sunshine Anderson') ,92
('Lithium', 'Nirvana') ,26
('Headstrong', 'Trapt') ,48
('She Will Be Loved - Radio Mix', 'Maroon 5') ,224
('I Hate Everything About You', 'Three Days Grace') ,22
('Big Machine', 'The Goo Goo Dolls') ,7
('All Girls Are The Same', 'Juice WRLD') ,62
('Holla Holla', 'Ja Rule') ,82
('This Is Your Night', 'Amber') ,39
('Where Does My Heart Beat Now', 'Cline Dion') ,54
('The Fish Cheer & I-Feel-Like-Im-Fixin-To-Die Rag', 'Country Joe & The Fish') ,59
('Temperature', 'Sean Paul') ,65
("She Don't Use Jelly", 'The Flaming Lips') ,20
('I Hit It First', 'Ray J') ,76
('I Mean It', 'G-Eazy') ,80
('SWISH', 'Tyga') ,54
('You Raise Me Up', 'Josh Groban') ,21
('Flowers On The Wall', 'Eric Heatherly') ,47
('Digital Girl', 'Tessa Rae') ,43
('And Our Feelings', 'Babyface') ,58
('Walk On The Ocean', 'Toad The Wet Sprocket') ,38
('Joey', 'Sugarland') ,45
('Keep Coming Back', 'Richard Marx') ,53
('Hands Of A Working Man', 'Ty Herndon') ,31
('arms', 'Christina Perri') ,53
('Stand By My Woman', 'Lenny Kravitz') ,32
('Sweet Emotion', 'Aerosmith') ,44
('Tell Me Where It Hurts', 'Kathy Troccoli') ,58
('Stan', 'Eminem') ,129
("Live While We're Young", 'One Direction') ,44
('Shake That', 'Eminem') ,95
('Bring It Back', 'Travis Porter') ,84
("How's It Goin' Down", 'DMX') ,103
('Corazn (feat. Nego do Borel)', 'Maluma') ,4
('Sweet November', 'Troop') ,51
('Written All Over Your Face', 'Rude Boys with Gerald Levert') ,205
('Used to Love U', 'John Legend') ,35
("What I've Done", 'Linkin Park') ,19
('Youre so beautiful', 'K.Will') ,31
('We Danced Anyway', 'Deana Carter') ,40
('So Seductive', 'Tony Yayo') ,83
('One Day', 'Tate McRae') ,58
('Really Really', 'Kevin Gates') ,70
('A Day In My Life (Without You)', 'Lisette Melendez') ,43
('Dust', 'Eli Young Band') ,44
("Hurting Kind (I've Got My Eyes On You)", 'Robert Plant') ,51
('Tequila Makes Her Clothes Fall Off', 'Joe Nichols') ,43
('Final Fantasy', 'Drake') ,66
('Mass Appeal', 'Gang Starr') ,78
("Baby, I'm Back", 'Baby Bash') ,57
('Get Ugly', 'Jason Derulo') ,8
('Butterfly Doors', 'Lil Pump') ,33
("A Deeper Love (From 'Sister Act 2')", 'Wendy Reed') ,15
('Crack A Bottle', 'Eminem') ,98
('Free', 'Ma') ,124
('Online', 'Brad Paisley') ,56
('My Neck, My Back (Lick It)', 'Khia') ,52
('Watch Me (Whip / Nae Nae)', 'Silent') ,13
('The One', 'Backstreet Boys') ,49
('Monica', 'Before Dark') ,55
('Tender Kisses', 'Tracie Spencer') ,48
("Please Don't Go", 'No Mercy') ,51
('STARGAZING', 'Travis Scott') ,66
('More Than A Woman', 'Aaliyah Tribute') ,242
("Gettin' You Home", 'Chris Young') ,52
('Chocolate', 'The 1975') ,45
('Jesus to a Child', 'George Michael') ,62
('Anything But Down', 'Sheryl Crow') ,52
('Take My Advice', 'Kym Sims') ,61
('Again', 'Lenny Kravitz') ,40
('Stars', 'Simply Red') ,47
("If It's Love", 'Train') ,67
('Sukiyaki', 'Kyu Sakamoto') ,1
('Stay The Night', 'James Blunt') ,48
('HUMBLE.', 'Kendrick Lamar') ,64
("Ridin' Rims", 'Dem Franchize Boyz') ,84
('Vertigo', 'U2') ,44
('Break Up In A Small Town', 'Sam Hunt') ,87
('Daylight', 'Maroon 5') ,50
('One And Only Man', 'Steve Winwood') ,56
('24/7 (feat. Ella Mai)', 'Meek Mill') ,87
('Thank You', 'The Cover Girls') ,43
('Water', 'Brad Paisley') ,44
('Hold On', 'Good Charlotte') ,43
('Chain Of Fools', 'Little Caesar') ,46
('This Used to Be My Playground', 'Madonna') ,58
('6 Foot 7 Foot', 'Lil Wayne') ,115
('Lean Like A Cholo', 'Down A.K.A Kilo') ,0
('Who Do U Love', 'Deborah Cox') ,53
('Hold My Hand', 'Hootie & The Blowfish') ,51
('The Diary of Jane - Single Version', 'Breaking Benjamin') ,188
('Dope Lamp', 'YoungBoy Never Broke Again') ,70
('Not About Romance', 'Inner Circle') ,43
('Kiss and Make Up', 'Dua Lipa') ,35
('Fireflies', 'Owl City') ,50
('Second Round K.O.', 'Canibus') ,135
('Way Of Life', 'Lil Wayne') ,88
('Drew Barrymore', 'Bryce Vine') ,50
('Unbelievable', 'EMF') ,49
('Cold Rock A Party', 'MC Lyte') ,91
('Streetcorner Symphony', 'Rob Thomas') ,52
("Killer / Papa Was a Rollin' Stone", 'George Michael') ,52
('Wrong Impression', 'Natalie Imbruglia') ,32
('Far Away', 'Marsha Ambrosius') ,89
('Why Ya Wanna', 'Jana Kramer') ,59
('Say You Love Me (Dont Just)', 'Dominic Balli') ,89
("Floatin' On Your Love", 'The Isley Brothers') ,45
('Love Is Like That, What Can You Do?', 'Ruth Etting') ,89
('Happiness', 'Billy Lawrence') ,43
("Highway Don't Care", 'Tim McGraw') ,55
('B.Y.O.B.', 'System Of A Down') ,25
('Class Reunion (That Used To Be Us)', 'Lonestar') ,48
('Crazy', 'Javier') ,66
('21 Questions', '50 Cent') ,81
('Black Cat', 'Janet Jackson') ,53
('Groovy Train', 'The Farm') ,28
("Runnin' Outta Moonlight", 'Randy Houser') ,67
('Stuck On a Feeling', 'Prince Royce') ,57
('Im Back', 'Slim Thug') ,91
('Back That Thang Up', 'Juvenile') ,17
('Greatest Love Of All', 'Whitney Houston') ,47
('Beat It - Single Version', 'Michael Jackson') ,4
('My Fallen Angel', 'Coro') ,44
('Why Would You Treat Me Like That', 'The Dellbones') ,0
('Slow Down', 'Selena Gomez') ,45
('Moonlight On Water', 'Laura Branigan') ,53
('Pour Me', 'Trick Pony') ,55
('Walls - Circus', 'Tom Petty and the Heartbreakers') ,36
('Cradle of Love (From "The Adventures of Ford Fairlane")', 'Movie Tribute Stars') ,0
('Mr. Wrong', 'Mary J. Blige') ,83
('Kiss That Girl Goodbye', 'Aaron Watson') ,64
('Request Line', 'Zhan') ,53
('Without Me', 'Eminem') ,86
('Youngblood', '5 Seconds of Summer') ,57
('Beer In Mexico', 'Kenny Chesney') ,44
('Te Quiero - Bonus Track', 'Flex') ,166
('Young Dumb & Broke', 'Khalid') ,40
("Everybody Doesn't", 'Amanda') ,46
('Name', 'The Goo Goo Dolls') ,169
('Lights, Camera, Action!', 'Mr. Cheeks') ,98
('I Dont Know Why', 'Imagine Dragons') ,29
('break da law', '21 Savage') ,84
('Runaway Train', 'Soul Asylum') ,59
("Moves Like Jagger / Jumpin' Jack Flash (Glee Cast Version)", 'Glee Cast') ,238
('Lucky You (feat. Joyner Lucas)', 'Eminem') ,15
('17 Again', 'Brantley Gilbert') ,65
('Jump (with Trippie Redd)', 'Julia Michaels') ,9
('Gorilla', 'Bruno Mars') ,60
('Feel So High (feat. JordinLaine) (Pegato Remix)', 'Eklo') ,0
('I Do (Cherish You)', 'Mark Wills') ,42
('Clocks', 'Coldplay') ,25
('Wild Wild West (feat. Gunna)', 'Offset') ,78
("How 'Bout Them Cowgirls", 'George Strait') ,52
('Cool Girl', 'Tove Lo') ,45
('Good For Me', 'Amy Grant') ,34
('Lightning Does The Work', 'Chad Brock') ,57
('Proud of the House We Built', 'Brooks & Dunn') ,59
('(Lay Your Head On My) Pillow', 'Tony! Toni! Ton!') ,217
('Just Hold On', 'Steve Aoki') ,43
('RAP DEVIL', 'Machine Gun Kelly') ,129
('Angel - Metro Mix Radio Edit', 'Lionel Richie') ,0
('Somewhere Only We Know', 'Keane') ,45
('Sexy Movimiento', 'Wisin & Yandel') ,3
('Just Another Girl', 'The Killers') ,65
('Come Over', 'Kenny Chesney') ,40
('Lost', 'Gorilla Zoe') ,70
('Let Me Go (with Alesso, Florida Georgia Line & watt)', 'Hailee Steinfeld') ,3
('You Gotta Love Someone', 'Elton John') ,38
('Brown Sugar - Remastered', 'The Rolling Stones') ,36
('Blue Orchid', 'The White Stripes') ,24
('The Day The World Went Away', 'Nine Inch Nails') ,17
('Tennessee Whiskey', 'Chris Stapleton') ,33
('Taste (feat. Offset)', 'Tyga') ,6
('I Got The Boy', 'Jana Kramer') ,54
('Trouble', 'P!nk') ,34
('Toxicity', 'System Of A Down') ,14
('24K Magic', 'Bruno Mars') ,58
('On The Down Low', 'Brian McKnight') ,10
("I Don't Care - Single Version", 'Fall Out Boy') ,200
('Money', 'Cardi B') ,64
('You Have The Right To Remain Silent', 'Perfect Stranger') ,63
('Meanwhile', 'George Strait') ,49
('Rainy Dayz', 'Mary J. Blige') ,81
('Light It Up - Remix', 'Major Lazer') ,44
("Runnin' (Lose It All)", 'Naughty Boy') ,30
('A Little Bit Longer', 'Jonas Brothers') ,33
('Candyman', 'Christina Aguilera') ,51
('Best Shot', 'Jimmie Allen') ,62
('Homies', 'Lighter Shade Of Brown') ,104
('Dont Let Me Be Lonely', 'The Band Perry') ,44
('Whatever You Want', 'Tony! Toni! Ton!') ,94
('I Still Love You', 'Next') ,76
('Crazy - Radio 1 Live Lounge Session', 'Nelly Furtado') ,0
('Blue Monday', 'Orgy') ,44
('Amazed', 'Lonestar') ,54
('Nobody To Blame', 'Chris Stapleton') ,31
('Ballad Of Youth', 'Richie Sambora') ,43
('Whats My Name? - Re-Recorded - Dubstep Club Remix', 'DMX') ,0
('I Wanna Love You', 'Jade') ,37
('Always', 'Saliva') ,49
('Butterflies', 'Michael Jackson') ,44
('Dream Lover', 'The Rebel Pebbles') ,205
('Indian Outlaw', 'Tim McGraw') ,48
('Theme From Cleopatra Jones', 'Joe Simon') ,30
("Pimpin' All Over The World", 'Ludacris') ,115
('We Might Be Dead by Tomorrow', 'Soko') ,37
('Drive By', 'Train') ,69
('Mental Picture', 'Jon Secada') ,35
('Ava Adore', 'The Smashing Pumpkins') ,0
('Bartender', 'T-Pain') ,78
('Say', 'John Mayer') ,42
('Only Want You', 'Rita Ora') ,50
('You Better Wait', 'Steve Perry') ,43
("Love Don't Run", 'Steve Holy') ,64
('So Fresh, So Clean', 'OutKast') ,64
('Alone With You', 'Jake Owen') ,39
('All That Matters', 'Justin Bieber') ,55
('Work B**ch', 'Britney Spears') ,1
('How Could You', 'Mario') ,69
('Better Days', 'Cam Meekins') ,122
('03 Bonnie & Clyde', 'Sass and Seduction') ,0
('Honey', 'Mariah Carey') ,60
('Beyond The Invisible - Radio Edit', 'Enigma') ,27
('BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)', 'YG') ,4
('DNA.', 'Kendrick Lamar') ,80
('Touch My Light', 'Big Mountain') ,42
('Pets', 'Porno for Pyros') ,24
('Crush', 'Dave Matthews Band') ,65
('Peacekeeper', 'Fleetwood Mac') ,50
("You Don't Have to Go Home Tonight", 'the Triplets') ,59
('Tell Me What You Want Me To Do', 'Tevin Campbell') ,71
('Megalomaniac', 'Incubus') ,29
('Small Town Boy', 'Dustin Lynch') ,49
('wokeuplikethis*', 'Playboi Carti') ,1
('Iesha', 'Another Bad Creation') ,79
('Cant Say I Aint Country', 'Florida Georgia Line') ,55
('It Already Was Time', 'Faze Wave') ,146
('Exclusivity (Remix) - Radio Edit', 'Damian Dame') ,0
('Dark Horse', 'Katy Perry') ,78
('Cups (Pitch Perfects When Im Gone) - Pop Version', 'Anna Kendrick') ,0
('If U Were Mine (feat. James Fauntleroy)', 'Nipsey Hussle') ,79
('La Bomba', 'Azul Azul') ,1
('Honey Love - R. Kelly and Public Announcement', 'R. Kelly') ,60
('Hands To Myself', 'Selena Gomez') ,45
('All or Nothing', 'Milli Vanilli') ,59
('Wicked', 'Future') ,45
('I Never Told You', 'Colbie Caillat') ,45
('No Sleeep (feat. J. Cole)', 'Janet Jackson') ,89
('My Hitta', 'YG') ,70
('Mmm Mmm Mmm Mmm', 'Crash Test Dummies') ,42
('Dunkie Butt (Please Please Please)', 'The Frat Pack') ,215
("I Won't Let Go", 'Rascal Flatts') ,47
('Undecided', 'Chris Brown') ,54
('Nada Es Para Siempre', 'Luis Fonsi') ,1
('Burning Man', 'Dierks Bentley') ,39
('Between The Raindrops', 'Lifehouse') ,43
('Games', 'Chuckii Booker') ,39
('I Love You', 'Martina McBride') ,36
('Feel Again', 'OneRepublic') ,43
('With Love', 'Hilary Duff') ,53
('U Make Me Wanna', 'Jadakiss') ,99
("There You'll Be - Remastered Version", 'Faith Hill') ,216
('Going Home - Edit', 'Kenny G') ,178
('Gotta Tell You', 'Samantha Mumba') ,59
('We Are Never Ever Getting Back Together', 'Taylor Swift') ,57
('French Kiss - The Original Underground Mix', "Lil' Louis") ,231
('Brighter Than The Sun', 'Colbie Caillat') ,57
('Crooklyn - Crooklyn/Soundtrack Version', 'Crooklyn Dodgers') ,0
("Blowin' Me Up (With Her Love)", 'JC Chasez') ,60
('Harder To Breathe', 'Maroon 5') ,61
('23', 'Mike WiLL Made-It') ,67
('It Girl', 'Jason Derulo') ,73
('Fire N Gold', 'Bea Miller') ,45
('Pretty Wings - uncut', 'Maxwell') ,55
('Iris', 'The Goo Goo Dolls') ,12
('Cant Tell Me Nothing', 'Shaqeyah') ,0
('Long Hot Summer', 'Keith Urban') ,71
('Cruisin\' for a Bruisin\' - From "Teen Beach Movie"', 'Ross Lynch') ,0
('Dog Days Are Over', 'Florence + The Machine') ,49
('Youre The Only One I Need', 'Kalin and Myles') ,77
('Ditty', 'Paperboy') ,104
('Esa Nena Linda', 'DJ Juanito') ,0
("Stone Cold Gentleman (Rizz's Interlude)", 'Ralph Tresvant') ,73
('So Long - Well, Well, Well', 'Phajja') ,58
('Love Me All Up', 'Stacy Earl') ,43
('Oochie Wally - Remix', 'Nas') ,0
('My President', 'Jeezy') ,112
('Midwest Swing', 'St. Lunatics') ,98
('A Thousand Years (feat. Steve Kazee) - Part 2', 'Christina Perri') ,40
('Without Me', 'Halsey') ,68
('No BS', 'Chris Brown') ,67
('All of Me', 'John Legend') ,45
('Who Did It', 'The Pilgrim Jubilees') ,221
('I Dont Need Ya', 'Jutes') ,76
('Red Dirt Road', 'Brooks & Dunn') ,43
('Love Is A Beautiful Thing', 'Phil Vassar') ,55
('Hallelujah', 'Leonard Cohen') ,70
('Hooked On You', 'Silk') ,42
('O', 'Omarion') ,91
('Think Of You', 'Usher') ,54
('Nobody Does It Better', 'Carly Simon') ,32
('Pictures Of You', 'The Cure') ,57
('We Made You', 'Eminem') ,100
('Anything Like Me', 'Brad Paisley') ,62
('Bootylicious', "Destiny's Child") ,57
('Greatest Love Story', 'LANCO') ,75
('Rich & Sad', 'Post Malone') ,58
('Breaking All The Rules', 'Peter Frampton') ,12
('It Ends Tonight', 'The All-American Rejects') ,49
('Underneath the Tree', 'Kelly Clarkson') ,48
('You Know That I Love You', 'Donell Jones') ,57
('Billionaire (feat. Bruno Mars)', 'Travie McCoy') ,3
('Fifteen', 'Taylor Swift') ,86
("I Don't Like", 'Chief Keef') ,83
('So Close', 'Dina Carroll') ,44
('Tear It Up', 'Jeezy') ,89
('Last Call', 'Lee Ann Womack') ,55
('The World Is a Ghetto', 'Geto Boys') ,107
('She Talks To Angels', 'The Black Crowes') ,41
('My Everything', 'Ariana Grande') ,52
("Nothin' on You (feat. Bruno Mars)", 'B.o.B') ,0
('Where Ya At', 'Future') ,69
('Get Low - W&W Remix', 'Dillon Francis') ,0
('Love On The Brain', 'Rihanna') ,51
('All That She Wrote', 'Imok') ,65
('Single', 'Natasha Bedingfield') ,64
('Nothing Left To Lose', 'Mat Kearney') ,60
('Ordinary World', 'Duran Duran') ,39
('Trust Fund Baby', "Why Don't We") ,53
('True Colors', 'The Weeknd') ,47
('How Long', 'Charlie Puth') ,42
('Goodbye', 'Who Is Fancy') ,39
('No Pressure', 'Justin Bieber') ,86
('Headlights', 'Eminem') ,118
("Break 'Em Off Somethin'", 'Master P') ,100
('It Was A Good Day', 'Ice Cube') ,78
('U Got It Bad', 'Usher') ,75
('All Falls Down', 'Kanye West') ,97
('Tonight Im Getting Over You', 'Carly Rae Jepsen') ,40
('Every Step That I Take (feat. Portugal. The Man and Whethan)', 'Tom Morello') ,7
('Achy Breaky Heart', 'Billy Ray Cyrus') ,42
('Hip Hop Hooray', 'Naughty By Nature') ,95
('Privacy', 'Chris Brown') ,84
('Where Them Girls At (feat. Nicki Minaj & Flo Rida)', 'David Guetta') ,68
('Strong', 'One Direction') ,47
('The Real Love', 'Bob Seger') ,49
('Outrageous', 'Britney Spears') ,52
('Let Me Hold You (Turn Me On)', 'Cheat Codes') ,47
('You Mean The World To Me', 'Toni Braxton') ,70
('Too Hot', 'Coolio') ,97
('The Knoc (feat. Dr. Dre & Missy Elliott)', "Knoc-Turn'al") ,64
('Poker Face (Glee Cast Version featuring Idina Menzel)', 'Glee Cast') ,0
('Missing You', 'Brandy') ,43
('Guardian angel', 'XXXTENTACION') ,50
('Candy', 'Mandy Moore') ,44
('Courtesy Of The Red, White And Blue (The Angry American)', 'Toby Keith') ,54
('Climb Every Mountain - The Voice Performance', 'Jordan Smith') ,0
('King Without a Crown', 'Matisyahu') ,87
('Unforgettable', 'French Montana') ,82
('Calabria 2008', 'Enur') ,19
('Testimony', 'Kodak Black') ,67
('The Hand Clap - MAIN', 'Hurricane Chris') ,80
('Cool', 'Gwen Stefani') ,52
('Dream On', 'Aerosmith') ,32
("Stepped On My J'z", 'Nelly') ,90
('Written in the Sand', 'Old Dominion') ,58
('The Fear', 'Lily Allen') ,48
('Nobody Home', 'Pink Floyd') ,37
('Follow Me', 'Uncle Kracker') ,43
('Hella Good', 'No Doubt') ,48
('Because Im Awesome (Live)', 'The Dollyrots') ,0
